"Opportunity Owner";"Opportunity Name";"Account Name";"City";"Stage";"Fiscal Period";"Amount Currency";"Amount";"Probability (%)";"Age";"Created Date";"Close Date";"Stage Duration";"Opportunity ID";"Agreed spots";"Country";"Dedicated Spots";"Lead Source";"Amount (converted) Currency";"Amount (converted)";"Fixed Fee Amount (Monthly) Currency";"Fixed Fee Amount (Monthly)";"Fixed Fee / Revenue Share";"GarageID";"Launch Date";"Total ParkBee Spots";"Location"
"Sarah Rijken";"OLVG Oost - Amsterdam";"Oosterparking B.V.";"Amsterdam";"Contract";"Q3-2018";"EUR";"85290,00";"80";"91,0000000000";"24-4-2018";"30-9-2018";"85,0000000000";"0065800000ZEb33";"";"NL";"No";"";"EUR";"85290,00";"EUR";"";"Revenue Share";"";"";"105";""
"Alex Murden";"H&F - Borough Partnership";"Hammersmith and Fulham Council";"";"Contract";"Q1-2017";"GBP";"215000,00";"80";"554,0000000000";"16-1-2017";"31-1-2017";"475,0000000000";"0065800000CFwE0";"";"UK";"";"Spotting / Bike Tours";"EUR";"252941,18";"GBP";"";"";"";"";"";"Field Road"
"Adrian Thomas";"Chelsea Cloisters - Daska House, Sydney Street (London, SW3)";"Chelsea Cloisters";"";"Contract";"Q1-2017";"GBP";"138000,00";"80";"530,0000000000";"9-2-2017";"31-3-2017";"487,0000000000";"0065800000CpelL";"";"UK";"";"Inbound Phone";"EUR";"162352,94";"GBP";"";"";"";"";"";"234 Kings Road"
"Adrian Thomas";"KF-IM / Helmont House (Cardiff CF10)";"Knight Frank - Investment Management";"Cardiff";"Contract";"Q2-2018";"GBP";"37499,00";"80";"565,0000000000";"5-1-2017";"30-4-2018";"509,0000000000";"0065800000BPBSL";"";"UK";"Yes";"Inbound Phone";"EUR";"44116,47";"GBP";"4368,00";"Fixed Fee (Guaranteed Income)";"";"";"26";"Churchill Way"
"Adrian Thomas";"Workspace Group - 60 Gray's Inn Road (WC1)";"Workspace Group";"London";"Contract";"Q1-2017";"GBP";"51308,00";"80";"565,0000000000";"5-1-2017";"28-2-2017";"448,0000000000";"0065800000BPCVY";"";"UK";"Yes";"Spotting / Bike Tours";"EUR";"60362,35";"GBP";"1375,00";"Fixed Fee (Guaranteed Income)";"";"";"11";"60 Gray's Inn Road"
"Adrian Thomas";"Workspace Group - Cargo Works (SE1)";"Workspace Group";"";"Contract";"Q1-2017";"GBP";"20075,00";"80";"565,0000000000";"5-1-2017";"28-2-2017";"545,0000000000";"0065800000BPCMk";"";"UK";"";"Spotting / Bike Tours";"EUR";"23617,65";"GBP";"";"";"";"";"";"1-2 Hatfields"
"Sarah Rijken";"Newomij - CBS - Apollolaan";"Newomij";"Amsterdam";"Contract";"Q4-2018";"EUR";"40000,00";"50";"511,0000000000";"28-2-2017";"31-12-2018";"511,0000000000";"0065800000Dis9d";"";"NL";"Yes";"Existing Client Referral";"EUR";"40000,00";"EUR";"";"Fixed Fee (Guaranteed Income)";"";"";"15";"Apollolaan 15"
"Daniel Mens";"Weena 580 - 664";"Cromwell Property Group";"Rotterdam";"Contract";"Q4-2018";"EUR";"239999,00";"25";"511,0000000000";"28-2-2017";"15-12-2018";"511,0000000000";"0065800000DisLv";"";"NL";"";"Increasing Portfolio";"EUR";"239999,00";"EUR";"";"Revenue Share";"";"";"100";"Weena 580 - 664"
"Nick Scott-Jones";"VPS - The Station (Knebworth)";"VPS UK Ltd";"";"Contract";"Q1-2017";"GBP";"9000,00";"80";"510,0000000000";"1-3-2017";"31-3-2017";"487,0000000000";"0065800000Dj7jA";"";"UK";"";"Existing Client Referral";"EUR";"10588,24";"GBP";"";"";"";"";"";"1 Station Approach"
"Mitch Nijburg";"Bargelaan 190";"Green Real Estate";"Leiden";"Contract";"Q4-2018";"EUR";"75000,00";"80";"503,0000000000";"8-3-2017";"31-10-2018";"218,0000000000";"0065800000Dl40Z";"";"NL";"";"Cold Call";"EUR";"75000,00";"EUR";"";"Revenue Share";"";"";"50";"Bargelaan 180"
"Mitch Nijburg";"Melbournestraat - LIJNDEN";"Park Plaza Amsterdam Airport";"Lijnden";"Contract";"Q3-2018";"EUR";"10000,00";"80";"222,0000000000";"14-12-2017";"30-9-2018";"222,0000000000";"0065800000RMa1E";"";"NL";"";"";"EUR";"10000,00";"EUR";"";"Revenue Share";"";"";"20";""
"Jordy Cobelens";"Amsteldijk 216 (Amsterdam) - Amsteldijk B.V.";"NAI Netherlands (Keizersgracht 125-127)";"Amsterdam";"Contract";"Q3-2018";"EUR";"72620,00";"80";"495,0000000000";"16-3-2017";"31-8-2018";"15,0000000000";"0065800000ErH7N";"";"NL";"";"Networking / Event";"EUR";"72620,00";"EUR";"";"Revenue Share";"";"";"15";"Amsteldijk 216"
"Adrian Thomas";"Foxhall BC - Hamilton House (Nottingham, NG5)";"Foxhall Business Centres";"";"Contract";"Q2-2017";"GBP";"";"80";"475,0000000000";"5-4-2017";"30-4-2017";"445,0000000000";"0065800000FkgZW";"";"UK";"";"Spotting / Bike Tours";"EUR";"";"GBP";"";"";"";"";"";"Hucknall Street"
"Oli Holcombe";"18819 - Catford - Bromley Road";"St Laurence Catford";"London";"Contract";"Q2-2018";"GBP";"35136,00";"80";"60,0000000000";"25-5-2018";"31-5-2018";"60,0000000000";"0065800000clc8I";"25";"UK";"No";"";"EUR";"41336,47";"GBP";"";"Revenue Share";"226";"";"25";""
"Nick Scott-Jones";"Telereal - Slough";"Telereal Trillium";"";"Contract";"Q2-2017";"GBP";"80000,00";"80";"484,0000000000";"27-3-2017";"28-4-2017";"468,0000000000";"0065800000FI6DW";"";"UK";"";"Existing Client Referral";"EUR";"94117,65";"GBP";"";"";"";"";"";"100 Wellington Street"
"Alex Murden";"PureGym - Carrington Street (Derby, DE1)";"PureGym";"";"Contract";"Q2-2017";"EUR";"42000,00";"80";"480,0000000000";"31-3-2017";"30-4-2017";"480,0000000000";"0065800000FJnEd";"";"UK";"";"Cold Call";"EUR";"42000,00";"EUR";"";"";"";"";"";"115-117 St Peters Street"
"Adrian Thomas";"Airivo Ltd - The Quadrant (Richmond, TW9)";"Airivo Ltd";"";"Contract";"Q2-2017";"GBP";"20200,00";"80";"480,0000000000";"31-3-2017";"31-5-2017";"468,0000000000";"0065800000FJl9A";"";"UK";"";"Cold Call";"EUR";"23764,71";"GBP";"";"";"";"";"";"26 The Quadrant, Richmond, TW9 1DL"
"Adrian Thomas";"HIG CAP - Anchorage House (Greater Manchester, M50)";"H.I.G. European Capital Partners LLP";"Salford";"Contract";"Q4-2017";"GBP";"56000,00";"80";"460,0000000000";"20-4-2017";"1-12-2017";"301,0000000000";"0065800000G7u8O";"";"UK";"";"Networking / Event";"EUR";"65882,35";"GBP";"";"";"";"";"";"3 Anchorage Quay, Salford M50 3X"
"Alex Murden";"Paddington Academy (London W9)";"Paddington Academy";"";"Contract";"Q2-2017";"GBP";"";"80";"459,0000000000";"21-4-2017";"31-5-2017";"438,0000000000";"0065800000G8Nq4";"";"UK";"";"Spotting / Bike Tours";"EUR";"";"GBP";"";"";"";"";"";"Marylands Rd, London W9 2DT"
"Adrian Thomas";"Greystar - Chapter Kings Cross (London, N1)";"Greystar Holdings Europe Ltd";"London";"Contract";"Q2-2018";"GBP";"62000,00";"80";"230,0000000000";"6-12-2017";"31-5-2018";"53,0000000000";"0065800000RLZB6";"";"UK";"Yes";"";"EUR";"72941,18";"GBP";"1000,00";"Fixed Fee (Guaranteed Income)";"";"";"10";""
"Mitch Nijburg";"Westplein - UTRECHT";"Park Plaza Utrecht";"Utrecht";"Contract";"Q3-2018";"EUR";"20000,00";"80";"201,0000000000";"4-1-2018";"30-9-2018";"183,0000000000";"0065800000Tzy59";"";"NL";"";"";"EUR";"20000,00";"EUR";"";"Revenue Share";"";"";"5";""
"Mitch Nijburg";"Amstelveenseweg - Meerparc - AMSTERDAM";"1st sponsor";"Amsterdam";"Contract";"Q3-2018";"EUR";"74919,00";"80";"207,0000000000";"29-12-2017";"31-7-2018";"26,0000000000";"0065800000TH9xj";"";"NL";"";"";"EUR";"74919,00";"EUR";"";"Revenue Share";"";"";"100";""
"Jordy Cobelens";"De Ruijterkade 5 (Amsterdam) - Kamer van Koophandel";"Kamer van Koophandel (KVK)";"Amsterdam";"Contract";"Q3-2018";"EUR";"69731,00";"80";"158,0000000000";"16-2-2018";"31-7-2018";"82,0000000000";"0065800000VxsqM";"";"NL";"";"";"EUR";"69731,00";"EUR";"";"Revenue Share";"";"";"25";""
"Sarah Rijken";"Knipstraat - Utrecht";"Movares";"Utrecht";"Contract";"Q3-2018";"EUR";"54352,00";"80";"151,0000000000";"23-2-2018";"31-8-2018";"12,0000000000";"0065800000WyPf1";"";"NL";"No";"";"EUR";"54352,00";"EUR";"";"Revenue Share";"";"";"51";""
"Sarah Rijken";"MegaStores";"MRP Development";"Den Haag";"Contract";"Q3-2018";"EUR";"49091,00";"80";"34,0000000000";"20-6-2018";"31-8-2018";"8,0000000000";"0065800000eTqvB";"";"NL";"";"";"EUR";"49091,00";"EUR";"";"Revenue Share";"";"";"30";""
"Jordy Cobelens";"Hogehilweg 8 - Amsterdam - Merin";"Merin";"Amsterdam";"Contract";"Q3-2018";"EUR";"64000,00";"80";"42,0000000000";"12-6-2018";"30-9-2018";"42,0000000000";"0065800000dnP8Q";"";"NL";"";"";"EUR";"64000,00";"EUR";"";"Revenue Share";"";"";"200";""
"Jordy Cobelens";"QO Hotel Amsterdam";"QO Hotel - Amsterdam";"Amsterdam";"Contract";"Q3-2018";"EUR";"147043,00";"80";"35,0000000000";"19-6-2018";"31-7-2018";"34,0000000000";"0065800000eTOB0";"";"NL";"";"";"EUR";"147043,00";"EUR";"";"Revenue Share";"";"";"75";""
"Alex Murden";"18840 - Gloucester Road - Holiday Inn";"Queensgate";"London";"Closed Won";"Q2-2018";"GBP";"65625,00";"100";"0,0000000000";"6-6-2018";"5-6-2018";"48,0000000000";"0065800000dHql6";"15";"UK";"No";"";"EUR";"77205,88";"GBP";"3125,00";"Fixed Fee (Guaranteed Income)";"232";"15-6-2018";"15";""
"Adrian Thomas";"18827 - Reading - Minster Court";"Premier Suites";"Reading";"Closed Won";"Q2-2018";"GBP";"30000,00";"100";"0,0000000000";"1-6-2018";"31-5-2018";"53,0000000000";"0065800000dEqy0";"15";"UK";"Yes";"";"EUR";"35294,12";"GBP";"750,00";"Fixed Fee (Guaranteed Income)";"231";"13-6-2018";"15";""
"Adrian Thomas";"CitiPark - Church Car Park (Watford)";"CitiPark Car Parks";"Watford";"Closed Won";"Q2-2018";"GBP";"18750,00";"100";"0,0000000000";"3-7-2018";"30-6-2018";"21,0000000000";"0065800000fU1oy";"";"UK";"No";"";"EUR";"22058,82";"GBP";"";"Revenue Share";"";"";"25";""
"Sarah Rijken";"Scheldestraat 13 - Den Haag";"M.J. van der Werf";"Den Haag";"Closed Won";"Q3-2018";"EUR";"41839,00";"100";"3,0000000000";"16-7-2018";"19-7-2018";"5,0000000000";"0065800000g1nU7";"";"NL";"";"";"EUR";"41839,00";"EUR";"";"Revenue Share";"";"";"25";""
"Adrian Thomas";"18824 - Imperial Wharf - Chelsea Harbour (Account Growth)";"Chelsea Harbour Property Management Ltd";"London";"Closed Won";"Q2-2018";"GBP";"20000,00";"100";"0,0000000000";"25-6-2018";"22-6-2018";"29,0000000000";"0065800000f09NA";"";"UK";"No";"";"EUR";"23529,41";"GBP";"";"Revenue Share";"";"";"10";""
"Adrian Thomas";"18826 - Borough - Cole Street (Account Growth)";"CAN Mezzanine";"London";"Closed Won";"Q2-2018";"GBP";"3200,00";"100";"0,0000000000";"25-6-2018";"22-6-2018";"29,0000000000";"0065800000f09XZ";"";"UK";"No";"";"EUR";"3764,71";"GBP";"200,00";"Fixed Fee (Guaranteed Income)";"";"";"2";""
"Daniel Mens";"24600 - Italiëlei - Antwerpen";"Anker18";"Antwerpen";"Closed Won";"Q2-2018";"EUR";"15000,00";"100";"3,0000000000";"26-6-2018";"29-6-2018";"25,0000000000";"0065800000f0cYz";"";"NL";"Yes";"";"EUR";"15000,00";"EUR";"";"Revenue Share";"";"";"10";""
"Adrian Thomas";"CitiPark - Gade Car Park (Watford)";"CitiPark Car Parks";"Watford";"Closed Won";"Q2-2018";"GBP";"35156,00";"100";"0,0000000000";"3-7-2018";"30-6-2018";"21,0000000000";"0065800000fU1lf";"";"UK";"No";"";"EUR";"41360,00";"GBP";"";"Revenue Share";"";"";"25";""
"Eelco Kienhuis";"26821 - Amersfoort Centrum - Amersfoort";"Livingstone Tree CV";"Amersfoort";"Closed Won";"Q2-2017";"EUR";"33000,00";"100";"16,0000000000";"25-4-2017";"11-5-2017";"439,0000000000";"0065800000G9VF7";"";"NL";"";"Cold Call";"EUR";"33000,00";"EUR";"";"";"";"";"100";"Stadsring 15"
"Alex Murden";"18830 - Vauxhall - Fentiman Rd";"Cavalry Church";"London";"Closed Won";"Q4-2017";"GBP";"6700,00";"100";"4,0000000000";"1-12-2017";"5-12-2017";"231,0000000000";"0065800000RKvdK";"4";"UK";"Yes";"";"EUR";"7882,35";"GBP";"";"Revenue Share";"171";"12-12-2017";"4";""
"Sarah Rijken";"26912 - Eisenhowerlaan B - Den Haag";"Bouwfonds IM";"Den Haag";"Closed Won";"Q2-2018";"EUR";"60000,00";"100";"146,0000000000";"30-11-2017";"25-4-2018";"90,0000000000";"0065800000RKoY0";"";"NL";"";"";"EUR";"60000,00";"EUR";"";"Revenue Share";"";"";"25";""
"Eelco Kienhuis";"26890 - Haagsche Hof - Den Haag";"Warburg-HIH Invest Real Estate GmbH";"Den Haag";"Closed Won";"Q1-2018";"EUR";"165289,00";"100";"298,0000000000";"7-4-2017";"30-1-2018";"174,0000000000";"0065800000FlHRU";"60";"NL";"Yes";"Existing Client Referral";"EUR";"165289,00";"EUR";"50,00";"Fixed Fee (Guaranteed Income)";"197";"9-2-2018";"60";"Parkstraat 83"
"Nick Scott-Jones";"18832 - Bethnal Green - Birkbeck St";"Live-in Guardians";"London";"Closed Won";"Q4-2017";"GBP";"73080,00";"100";"8,0000000000";"22-11-2017";"30-11-2017";"203,0000000000";"0065800000QVLpR";"30";"UK";"Yes";"";"EUR";"85976,47";"GBP";"708,00";"Fixed Fee (Guaranteed Income)";"194";"31-1-2018";"30";""
"Eelco Kienhuis";"26881 - Hullenbergweg B - Amsterdam";"Vastint Netherlands B.V.";"Amsterdam";"Closed Won";"Q4-2017";"EUR";"55000,00";"100";"183,0000000000";"3-5-2017";"2-11-2017";"264,0000000000";"0065800000DEsSo";"55";"NL";"No";"Cold Call";"EUR";"55000,00";"EUR";"";"Revenue Share";"";"16-11-2017";"55";"Hullenbergweg 1-3"
"Eelco Kienhuis";"26887 - Ramada Apollo - Amsterdam";"Ramada Apollo Amsterdam";"Amsterdam";"Closed Won";"Q4-2017";"EUR";"15000,00";"100";"195,0000000000";"4-5-2017";"15-11-2017";"235,0000000000";"0065800000Gpk5t";"15";"NL";"No";"Cold Call";"EUR";"15000,00";"EUR";"";"Revenue Share";"";"15-12-2017";"15";"Staalmeesterslaan 410"
"Daniel Mens";"26903 - Europlaza - Amsterdam";"ASR vastgoed vermogensbeheer";"Amsterdam";"Closed Won";"Q1-2018";"EUR";"45000,00";"100";"323,0000000000";"11-5-2017";"30-3-2018";"116,0000000000";"0065800000GsSI4";"50";"NL";"";"Existing Client Referral";"EUR";"45000,00";"EUR";"";"Revenue Share";"";"";"50";"Hoogoorddreef 54"
"Nick Scott-Jones";"18813 - Bromley - Edison Road";"British Telecoms (BT)";"London";"Closed Won";"Q2-2017";"GBP";"10000,00";"100";"15,0000000000";"11-5-2017";"26-5-2017";"424,0000000000";"0065800000GsULu";"9";"UK";"Yes";"Increasing Portfolio";"EUR";"11764,71";"GBP";"";"Revenue Share";"132";"2-7-2018";"9";"Edison Road"
"Mitch Nijburg";"26809 - Overtoom - Amsterdam";"Cocon Vastgoed Management";"Amsterdam";"Closed Won";"Q3-2015";"EUR";"";"100";"0,0000000000";"7-7-2017";"26-8-2015";"382,0000000000";"0065800000JKU4O";"55";"NL";"No";"Inbound Phone";"EUR";"";"EUR";"";"Revenue Share";"";"";"50";"Overtoom - 26809"
"Daniel Mens";"26812 - Paviljoensgracht - Den Haag";"FOCUS REAL ESTATE N.V.";"Den Haag";"Closed Won";"Q3-2015";"EUR";"";"100";"0,0000000000";"7-7-2017";"3-9-2015";"382,0000000000";"0065800000JKVjd";"30";"NL";"No";"Inbound Phone";"EUR";"";"EUR";"";"Revenue Share";"";"";"30";"Paviljoensgracht - 26812"
"Adrian Thomas";"18816 - Victoria - Greycoat Place";"Regus";"London";"Closed Won";"Q2-2017";"GBP";"";"100";"0,0000000000";"5-7-2017";"28-6-2017";"384,0000000000";"0065800000JJhmE";"8";"UK";"Yes";"Cold Call";"EUR";"";"GBP";"";"Revenue Share";"141";"16-8-2017";"8";"10 Greycoat Pl, Westminster, London SW1P 1SB"
"Mitch Nijburg";"26810 - Amstel - Amsterdam";"ParkingYou";"Amsterdam";"Closed Won";"Q4-2015";"EUR";"";"100";"0,0000000000";"7-7-2017";"1-11-2015";"382,0000000000";"0065800000JKURk";"50";"NL";"No";"Inbound Phone";"EUR";"";"EUR";"";"Revenue Share";"";"";"50";"James Wattstraat 77 - 26810"
"Adrian Thomas";"18817 - Ealing - The Mall";"Regus";"London";"Closed Won";"Q2-2017";"GBP";"";"100";"0,0000000000";"5-7-2017";"28-6-2017";"384,0000000000";"0065800000JJfb9";"4";"UK";"Yes";"Cold Call";"EUR";"";"GBP";"";"Revenue Share";"135";"16-8-2017";"4";"52-53 The Mall, London W5 3TA"
"Mitch Nijburg";"26804 - Helmond Station - Helmond";"Merin";"Helmond";"Closed Won";"Q3-2015";"EUR";"";"100";"0,0000000000";"7-7-2017";"1-8-2015";"382,0000000000";"0065800000JKSWW";"";"NL";"";"Inbound Phone";"EUR";"";"EUR";"";"Revenue Share";"";"";"200";"Stationsplein 9 - 26804"
"Mitch Nijburg";"26802- Botersloot - Rotterdam";"White House Development";"Rotterdam";"Closed Won";"Q2-2015";"EUR";"";"100";"0,0000000000";"4-7-2017";"21-4-2015";"385,0000000000";"0065800000JJLj8";"25";"NL";"Yes";"Cold Call";"EUR";"";"EUR";"";"Revenue Share";"";"";"25";""
"Mitch Nijburg";"26807 - Westerdok - Amsterdam";"TNS NIPO";"Amsterdam";"Closed Won";"Q3-2015";"EUR";"28000,00";"100";"0,0000000000";"7-7-2017";"19-8-2015";"382,0000000000";"0065800000JKT5A";"";"NL";"No";"Inbound Phone";"EUR";"28000,00";"EUR";"";"Revenue Share";"";"";"100";"Westerdok - 26807"
"Mitch Nijburg";"26811 - Breda Centrum - Breda";"Camelot Vastgoed Beheer";"Breda";"Closed Won";"Q4-2015";"EUR";"";"100";"0,0000000000";"7-7-2017";"12-10-2015";"382,0000000000";"0065800000JKUva";"130";"NL";"No";"Inbound Phone";"EUR";"";"EUR";"";"Revenue Share";"";"";"130";"Markendaalseweg 68 - 26811"
"Mitch Nijburg";"26813 - Tuinwijk - Utrecht";"New Element";"Utrecht";"Closed Won";"Q4-2015";"EUR";"";"100";"0,0000000000";"7-7-2017";"1-11-2015";"382,0000000000";"0065800000JKVqp";"";"NL";"No";"Inbound Phone";"EUR";"";"EUR";"";"";"";"";"60";"Tuinwijk - 26813"
"Mitch Nijburg";"26803 - Coolsingel - Rotterdam";"Par-King";"Amsterdam";"Closed Won";"Q1-2015";"EUR";"";"100";"0,0000000000";"4-7-2017";"6-3-2015";"385,0000000000";"0065800000JJM1b";"";"NL";"No";"Inbound Phone";"EUR";"";"EUR";"";"Revenue Share";"";"";"100";"Sint-Luciastraat - 26803"
"Adrian Thomas";"18839 - Elephant & Castle - Kennington Ln";"London Borough of Lambeth";"London";"Closed Won";"Q1-2018";"GBP";"20080,00";"100";"35,0000000000";"9-2-2018";"16-3-2018";"125,0000000000";"0065800000WKdGT";"7";"UK";"No";"";"EUR";"23623,53";"GBP";"";"Revenue Share";"206";"27-3-2018";"7";""
"Sarah Rijken";"25704 - Little Manhattan - Amsterdam";"IC Services B.V.";"Amsterdam";"Closed Won";"Q2-2018";"EUR";"28116,00";"100";"116,0000000000";"12-2-2018";"8-6-2018";"46,0000000000";"0065800000WLsv5";"";"NL";"";"";"EUR";"28116,00";"EUR";"";"Revenue Share";"";"";"14";""
"Sarah Rijken";"26896 - Admiraal Helfrichstraat - Amsterdam";"I&F Jan van Galen BV";"Amsterdam";"Closed Won";"Q1-2018";"EUR";"40165,00";"100";"2,0000000000";"5-2-2018";"7-2-2018";"167,0000000000";"0065800000VtCXc";"30";"NL";"No";"";"EUR";"40165,00";"EUR";"";"Revenue Share";"";"";"30";""
"Adrian Thomas";"18820 - Gatwick Airport - The Beehive";"Orega Management Ltd";"Crawley";"Closed Won";"Q3-2017";"GBP";"50000,00";"100";"52,0000000000";"16-5-2017";"7-7-2017";"382,0000000000";"0065800000HJa03";"40";"UK";"No";"Cold Call";"EUR";"58823,53";"GBP";"";"Revenue Share";"142";"1-7-2017";"40";"City Place"
"Nick Scott-Jones";"18821 - Shoreditch Park - Bridport Place";"Shoreditch Park Primary School";"London";"Closed Won";"Q2-2017";"GBP";"10000,00";"100";"15,0000000000";"16-5-2017";"31-5-2017";"377,0000000000";"0065800000HJa3C";"10";"UK";"Yes";"Cold Call";"EUR";"11764,71";"GBP";"";"Revenue Share";"140";"1-8-2017";"10";"113 Bridport Place"
"Mitch Nijburg";"26902 - Koninginnegracht A - Den Haag";"Tauro";"Den Haag";"Closed Won";"Q1-2018";"EUR";"14504,00";"100";"240,0000000000";"26-7-2017";"23-3-2018";"123,0000000000";"0065800000K7byD";"";"NL";"Yes";"Cold Call";"EUR";"14504,00";"EUR";"";"Revenue Share";"";"";"5";"Koninginnegracht 19"
"Mitch Nijburg";"26878 - Holland Spoor - Den Haag";"The Hague Tower Park B.V.";"Den Haag";"Closed Won";"Q4-2017";"EUR";"72000,00";"100";"94,0000000000";"24-7-2017";"26-10-2017";"271,0000000000";"0065800000K6fbx";"50";"NL";"No";"Inbound Phone";"EUR";"72000,00";"EUR";"";"Revenue Share";"";"9-11-2017";"50";"Rijswijkseplein 786"
"Eelco Kienhuis";"26874 - Mondriaan Toren - Amsterdam";"1st sponsor";"Amsterdam";"Closed Won";"Q3-2017";"EUR";"120000,00";"100";"59,0000000000";"14-7-2017";"11-9-2017";"316,0000000000";"0065800000JiAk9";"40";"NL";"No";"Existing Client Referral";"EUR";"120000,00";"EUR";"";"Revenue Share";"";"27-9-2017";"42";"Amstelplein 6"
"Sarah Rijken";"26923 - Mt Lincolnweg (De Werf) - Amsterdam";"Bouwinvest";"Amsterdam";"Closed Won";"Q2-2018";"EUR";"44628,00";"100";"321,0000000000";"14-7-2017";"31-5-2018";"50,0000000000";"0065800000JiBIv";"";"NL";"";"Existing Client Referral";"EUR";"44628,00";"EUR";"";"Revenue Share";"";"";"0";"Kraanspoor"
"Mitch Nijburg";"26889 - Da Costakade - Utrecht";"Trimbos Instituut";"Utrecht";"Closed Won";"Q4-2017";"EUR";"15000,00";"100";"139,0000000000";"14-7-2017";"30-11-2017";"223,0000000000";"0065800000JiEUm";"25";"NL";"No";"Cold Call";"EUR";"15000,00";"EUR";"";"Revenue Share";"";"21-12-2017";"25";"Da Costakade 45"
"Eelco Kienhuis";"26893 - Student Hotel - Amsterdam";"The Student Hotel";"Amsterdam";"Closed Won";"Q4-2017";"EUR";"75000,00";"100";"157,0000000000";"27-7-2017";"31-12-2017";"214,0000000000";"0065800000K7v3s";"25";"NL";"";"Spotting / Bike Tours";"EUR";"75000,00";"EUR";"";"Revenue Share";"";"12-1-2018";"25";"Wibautstraat 129"
"Nick Scott-Jones";"18822 - King's Cross - Phoenix Road";"VPS UK Ltd";"London";"Closed Won";"Q3-2017";"GBP";"15000,00";"100";"4,0000000000";"27-7-2017";"31-7-2017";"354,0000000000";"0065800000K85Wk";"";"UK";"Yes";"Increasing Portfolio";"EUR";"17647,06";"GBP";"";"Revenue Share";"";"18-8-2017";"8";"32 Phoenix Road"
"Mitch Nijburg";"26819 - Apeldoorn Centrum - Apeldoorn";"Certitudo Capital";"Apeldoorn";"Closed Won";"Q1-2016";"EUR";"";"100";"0,0000000000";"23-8-2017";"1-1-2016";"335,0000000000";"0065800000LYljE";"";"NL";"No";"Inbound Phone";"EUR";"";"EUR";"";"";"";"";"25";""
"Mitch Nijburg";"26818 - Alexandrium - Rotterdam";"CV de Ster";"Rotterdam";"Closed Won";"Q1-2016";"EUR";"";"100";"0,0000000000";"23-8-2017";"1-1-2016";"335,0000000000";"0065800000LYlbU";"";"NL";"No";"Inbound Phone";"EUR";"";"EUR";"";"";"";"";"128";""
"Mitch Nijburg";"26820 - Amersfoort Station - Amersfoort";"ASR vastgoed vermogensbeheer";"Amersfoort";"Closed Won";"Q1-2016";"EUR";"";"100";"0,0000000000";"23-8-2017";"1-1-2016";"335,0000000000";"0065800000LYloY";"";"NL";"No";"";"EUR";"";"EUR";"";"Revenue Share";"";"";"70";""
"Mitch Nijburg";"26816 - Korte Bajonetstraat - Rotterdam";"Rotterdam Municipality";"Rotterdam";"Closed Won";"Q4-2015";"EUR";"";"100";"0,0000000000";"22-8-2017";"1-12-2015";"336,0000000000";"0065800000LYKrt";"";"NL";"No";"Inbound Phone";"EUR";"";"EUR";"";"";"";"";"10";""
"Mitch Nijburg";"26817 - Den Haag Centraal - Den Haag";"Rijksvastgoedbedrijf";"Den Haag";"Closed Won";"Q1-2016";"EUR";"";"100";"0,0000000000";"22-8-2017";"1-1-2016";"336,0000000000";"0065800000LYL3Q";"";"NL";"No";"Inbound Phone";"EUR";"";"EUR";"";"Revenue Share";"";"";"133";""
"Mitch Nijburg";"26815 - Van Speykstraat - Rotterdam";"Rotterdam Municipality";"Rotterdam";"Closed Won";"Q4-2015";"EUR";"";"100";"0,0000000000";"22-8-2017";"1-12-2015";"336,0000000000";"0065800000LYKm0";"";"NL";"No";"Increasing Portfolio";"EUR";"";"EUR";"";"";"";"";"12";""
"Eelco Kienhuis";"26885 - Ramada Amsterdam Airport - Schiphol";"Dorint Airport Hotel Amsterdam";"Badhoevedorp";"Closed Won";"Q4-2017";"EUR";"0,00";"100";"70,0000000000";"8-9-2017";"17-11-2017";"249,0000000000";"0065800000MHLvQ";"15";"NL";"No";"";"EUR";"0,00";"EUR";"";"Revenue Share";"";"4-12-2017";"15";""
"Mitch Nijburg";"26882 - De Carpentierstraat B - Den Haag";"Egeria";"The Hague";"Closed Won";"Q4-2017";"EUR";"50000,00";"100";"12,0000000000";"1-11-2017";"13-11-2017";"253,0000000000";"0065800000PdeKl";"75";"NL";"No";"";"EUR";"50000,00";"EUR";"";"Revenue Share";"";"9-11-2017";"88";""
"Mitch Nijburg";"26880 -  Leidatoweg - Leiden";"Nationale Vastgoed Groep";"Leiden";"Closed Won";"Q4-2017";"EUR";"10000,00";"100";"6,0000000000";"25-10-2017";"31-10-2017";"272,0000000000";"0065800000OuTPR";"100";"NL";"";"";"EUR";"10000,00";"EUR";"";"Revenue Share";"";"9-11-2017";"201";""
"Mitch Nijburg";"26879 - Floris Versterlaan - Leiden";"Nationale Vastgoed Groep";"Leiden";"Closed Won";"Q4-2017";"EUR";"10000,00";"100";"6,0000000000";"25-10-2017";"31-10-2017";"272,0000000000";"0065800000OuTIk";"122";"NL";"";"";"EUR";"10000,00";"EUR";"";"Revenue Share";"";"9-11-2017";"122";""
"Daniel Mens";"CBRE - Parkbee Partnership";"CBRE Property Management Netherlands";"Amsterdam";"Closed Won";"Q4-2017";"EUR";"";"100";"0,0000000000";"2-11-2017";"23-10-2017";"264,0000000000";"0065800000Pe0ZK";"";"NL";"";"";"EUR";"";"EUR";"";"";"";"";"";""
